study-id,file-id,type,links.self,meta,pipelines,alias,file-format.name,file-format.extension,description.label,description.description,group-type,experiment_type
MGYS00002007,ERP104173_taxonomy_abundances_SSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002007/pipelines/4.1/file/ERP104173_taxonomy_abundances_SSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP104173_taxonomy_abundances_SSU_v4.1.tsv,TSV,tsv,Taxonomic assignments SSU,Taxonomic assignments SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00002007,ERP104173_phylum_taxonomy_abundances_LSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002007/pipelines/4.1/file/ERP104173_phylum_taxonomy_abundances_LSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP104173_phylum_taxonomy_abundances_LSU_v4.1.tsv,TSV,tsv,Phylum level taxonomies LSU,Phylum level taxonomies LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00002007,ERP104173_taxonomy_abundances_LSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002007/pipelines/4.1/file/ERP104173_taxonomy_abundances_LSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP104173_taxonomy_abundances_LSU_v4.1.tsv,TSV,tsv,Taxonomic assignments LSU,Taxonomic assignments LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00002006,ERP104075_GO-slim_abundances_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002006/pipelines/4.0/file/ERP104075_GO-slim_abundances_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104075_GO-slim_abundances_v4.0.tsv,TSV,tsv,GO slim annotation,GO slim annotation,Functional analysis,amplicon
MGYS00002006,ERP104075_GO_abundances_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002006/pipelines/4.0/file/ERP104075_GO_abundances_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104075_GO_abundances_v4.0.tsv,TSV,tsv,Complete GO annotation,Complete GO annotation,Functional analysis,amplicon
MGYS00002006,ERP104075_IPR_abundances_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002006/pipelines/4.0/file/ERP104075_IPR_abundances_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104075_IPR_abundances_v4.0.tsv,TSV,tsv,InterPro matches,InterPro matches (TSV),Functional analysis,amplicon
MGYS00002006,ERP104075_phylum_taxonomy_abundances_SSU_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002006/pipelines/4.0/file/ERP104075_phylum_taxonomy_abundances_SSU_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104075_phylum_taxonomy_abundances_SSU_v4.0.tsv,TSV,tsv,Phylum level taxonomies SSU,Phylum level taxonomies SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00002006,ERP104075_taxonomy_abundances_SSU_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002006/pipelines/4.0/file/ERP104075_taxonomy_abundances_SSU_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104075_taxonomy_abundances_SSU_v4.0.tsv,TSV,tsv,Taxonomic assignments SSU,Taxonomic assignments SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00002006,ERP104075_phylum_taxonomy_abundances_LSU_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002006/pipelines/4.0/file/ERP104075_phylum_taxonomy_abundances_LSU_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104075_phylum_taxonomy_abundances_LSU_v4.0.tsv,TSV,tsv,Phylum level taxonomies LSU,Phylum level taxonomies LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00002006,ERP104075_taxonomy_abundances_LSU_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002006/pipelines/4.0/file/ERP104075_taxonomy_abundances_LSU_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104075_taxonomy_abundances_LSU_v4.0.tsv,TSV,tsv,Taxonomic assignments LSU,Taxonomic assignments LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00002006,ERP104075_diversity_LSU_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002006/pipelines/4.0/file/ERP104075_diversity_LSU_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104075_diversity_LSU_v4.0.tsv,TSV,tsv,Taxonomic diversity metrics LSU,Taxonomic diversity metrics LSU rRNA (TSV),Statistics,amplicon
MGYS00002006,ERP104075_diversity_SSU_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002006/pipelines/4.0/file/ERP104075_diversity_SSU_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104075_diversity_SSU_v4.0.tsv,TSV,tsv,Taxonomic diversity metrics SSU,Taxonomic diversity metrics SSU rRNA (TSV),Statistics,amplicon
MGYS00002006,ERP104075_GO-slim_abundances_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002006/pipelines/4.1/file/ERP104075_GO-slim_abundances_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP104075_GO-slim_abundances_v4.1.tsv,TSV,tsv,GO slim annotation,GO slim annotation,Functional analysis,amplicon
MGYS00002006,ERP104075_GO_abundances_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002006/pipelines/4.1/file/ERP104075_GO_abundances_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP104075_GO_abundances_v4.1.tsv,TSV,tsv,Complete GO annotation,Complete GO annotation,Functional analysis,amplicon
MGYS00002006,ERP104075_IPR_abundances_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002006/pipelines/4.1/file/ERP104075_IPR_abundances_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP104075_IPR_abundances_v4.1.tsv,TSV,tsv,InterPro matches,InterPro matches (TSV),Functional analysis,amplicon
MGYS00002006,ERP104075_phylum_taxonomy_abundances_SSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002006/pipelines/4.1/file/ERP104075_phylum_taxonomy_abundances_SSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP104075_phylum_taxonomy_abundances_SSU_v4.1.tsv,TSV,tsv,Phylum level taxonomies SSU,Phylum level taxonomies SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00002006,ERP104075_taxonomy_abundances_SSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002006/pipelines/4.1/file/ERP104075_taxonomy_abundances_SSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP104075_taxonomy_abundances_SSU_v4.1.tsv,TSV,tsv,Taxonomic assignments SSU,Taxonomic assignments SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00002006,ERP104075_phylum_taxonomy_abundances_LSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002006/pipelines/4.1/file/ERP104075_phylum_taxonomy_abundances_LSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP104075_phylum_taxonomy_abundances_LSU_v4.1.tsv,TSV,tsv,Phylum level taxonomies LSU,Phylum level taxonomies LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00002006,ERP104075_taxonomy_abundances_LSU_v4.1.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00002006/pipelines/4.1/file/ERP104075_taxonomy_abundances_LSU_v4.1.tsv,{},pipelines: 4.1 (125013546277248),ERP104075_taxonomy_abundances_LSU_v4.1.tsv,TSV,tsv,Taxonomic assignments LSU,Taxonomic assignments LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00001991,ERP104944_GO-slim_abundances_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001991/pipelines/4.0/file/ERP104944_GO-slim_abundances_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104944_GO-slim_abundances_v4.0.tsv,TSV,tsv,GO slim annotation,GO slim annotation,Functional analysis,amplicon
MGYS00001991,ERP104944_GO_abundances_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001991/pipelines/4.0/file/ERP104944_GO_abundances_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104944_GO_abundances_v4.0.tsv,TSV,tsv,Complete GO annotation,Complete GO annotation,Functional analysis,amplicon
MGYS00001991,ERP104944_IPR_abundances_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001991/pipelines/4.0/file/ERP104944_IPR_abundances_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104944_IPR_abundances_v4.0.tsv,TSV,tsv,InterPro matches,InterPro matches (TSV),Functional analysis,amplicon
MGYS00001991,ERP104944_phylum_taxonomy_abundances_SSU_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001991/pipelines/4.0/file/ERP104944_phylum_taxonomy_abundances_SSU_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104944_phylum_taxonomy_abundances_SSU_v4.0.tsv,TSV,tsv,Phylum level taxonomies SSU,Phylum level taxonomies SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00001991,ERP104944_taxonomy_abundances_SSU_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001991/pipelines/4.0/file/ERP104944_taxonomy_abundances_SSU_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104944_taxonomy_abundances_SSU_v4.0.tsv,TSV,tsv,Taxonomic assignments SSU,Taxonomic assignments SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00001991,ERP104944_phylum_taxonomy_abundances_LSU_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001991/pipelines/4.0/file/ERP104944_phylum_taxonomy_abundances_LSU_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104944_phylum_taxonomy_abundances_LSU_v4.0.tsv,TSV,tsv,Phylum level taxonomies LSU,Phylum level taxonomies LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00001991,ERP104944_taxonomy_abundances_LSU_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001991/pipelines/4.0/file/ERP104944_taxonomy_abundances_LSU_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104944_taxonomy_abundances_LSU_v4.0.tsv,TSV,tsv,Taxonomic assignments LSU,Taxonomic assignments LSU (TSV),Taxonomic analysis LSU rRNA,amplicon
MGYS00001991,ERP104944_diversity_LSU_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001991/pipelines/4.0/file/ERP104944_diversity_LSU_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104944_diversity_LSU_v4.0.tsv,TSV,tsv,Taxonomic diversity metrics LSU,Taxonomic diversity metrics LSU rRNA (TSV),Statistics,amplicon
MGYS00001991,ERP104944_diversity_SSU_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001991/pipelines/4.0/file/ERP104944_diversity_SSU_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104944_diversity_SSU_v4.0.tsv,TSV,tsv,Taxonomic diversity metrics SSU,Taxonomic diversity metrics SSU rRNA (TSV),Statistics,amplicon
MGYS00001960,ERP104539_phylum_taxonomy_abundances_SSU_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001960/pipelines/4.0/file/ERP104539_phylum_taxonomy_abundances_SSU_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104539_phylum_taxonomy_abundances_SSU_v4.0.tsv,TSV,tsv,Phylum level taxonomies SSU,Phylum level taxonomies SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00001960,ERP104539_taxonomy_abundances_SSU_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001960/pipelines/4.0/file/ERP104539_taxonomy_abundances_SSU_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104539_taxonomy_abundances_SSU_v4.0.tsv,TSV,tsv,Taxonomic assignments SSU,Taxonomic assignments SSU (TSV),Taxonomic analysis SSU rRNA,amplicon
MGYS00001960,ERP104539_diversity_SSU_v4.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001960/pipelines/4.0/file/ERP104539_diversity_SSU_v4.0.tsv,{},pipelines: 4.0 (125013544062032),ERP104539_diversity_SSU_v4.0.tsv,TSV,tsv,Taxonomic diversity metrics SSU,Taxonomic diversity metrics SSU rRNA (TSV),Statistics,amplicon
MGYS00001908,ERP024356_phylum_taxonomy_abundances_v3.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001908/pipelines/3.0/file/ERP024356_phylum_taxonomy_abundances_v3.0.tsv,{},pipelines: 3.0 (125013542743760),ERP024356_phylum_taxonomy_abundances_v3.0.tsv,TSV,tsv,Phylum level taxonomies,Phylum level taxonomies (TSV),Taxonomic analysis,amplicon
MGYS00001908,ERP024356_taxonomy_abundances_v3.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001908/pipelines/3.0/file/ERP024356_taxonomy_abundances_v3.0.tsv,{},pipelines: 3.0 (125013542743760),ERP024356_taxonomy_abundances_v3.0.tsv,TSV,tsv,Taxonomic assignments,Taxonomic assignments (TSV),Taxonomic analysis,amplicon
MGYS00001908,ERP024356_diversity_v3.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001908/pipelines/3.0/file/ERP024356_diversity_v3.0.tsv,{},pipelines: 3.0 (125013542743760),ERP024356_diversity_v3.0.tsv,TSV,tsv,Taxonomic diversity metrics,Taxonomic diversity metrics (TSV),Statistics,amplicon
MGYS00001901,ERP024243_phylum_taxonomy_abundances_v3.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001901/pipelines/3.0/file/ERP024243_phylum_taxonomy_abundances_v3.0.tsv,{},pipelines: 3.0 (125013542743760),ERP024243_phylum_taxonomy_abundances_v3.0.tsv,TSV,tsv,Phylum level taxonomies,Phylum level taxonomies (TSV),Taxonomic analysis,amplicon
MGYS00001901,ERP024243_taxonomy_abundances_v3.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001901/pipelines/3.0/file/ERP024243_taxonomy_abundances_v3.0.tsv,{},pipelines: 3.0 (125013542743760),ERP024243_taxonomy_abundances_v3.0.tsv,TSV,tsv,Taxonomic assignments,Taxonomic assignments (TSV),Taxonomic analysis,amplicon
MGYS00001901,ERP024243_diversity_v3.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001901/pipelines/3.0/file/ERP024243_diversity_v3.0.tsv,{},pipelines: 3.0 (125013542743760),ERP024243_diversity_v3.0.tsv,TSV,tsv,Taxonomic diversity metrics,Taxonomic diversity metrics (TSV),Statistics,amplicon
MGYS00001893,ERP018622_GO-slim_abundances_v3.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001893/pipelines/3.0/file/ERP018622_GO-slim_abundances_v3.0.tsv,{},pipelines: 3.0 (125013542743760),ERP018622_GO-slim_abundances_v3.0.tsv,TSV,tsv,GO slim annotation,GO slim annotation,Functional analysis,amplicon
MGYS00001893,ERP018622_GO_abundances_v3.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001893/pipelines/3.0/file/ERP018622_GO_abundances_v3.0.tsv,{},pipelines: 3.0 (125013542743760),ERP018622_GO_abundances_v3.0.tsv,TSV,tsv,Complete GO annotation,Complete GO annotation,Functional analysis,amplicon
MGYS00001893,ERP018622_IPR_abundances_v3.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001893/pipelines/3.0/file/ERP018622_IPR_abundances_v3.0.tsv,{},pipelines: 3.0 (125013542743760),ERP018622_IPR_abundances_v3.0.tsv,TSV,tsv,InterPro matches,InterPro matches (TSV),Functional analysis,amplicon
MGYS00001893,ERP018622_phylum_taxonomy_abundances_v3.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001893/pipelines/3.0/file/ERP018622_phylum_taxonomy_abundances_v3.0.tsv,{},pipelines: 3.0 (125013542743760),ERP018622_phylum_taxonomy_abundances_v3.0.tsv,TSV,tsv,Phylum level taxonomies,Phylum level taxonomies (TSV),Taxonomic analysis,amplicon
MGYS00001893,ERP018622_taxonomy_abundances_v3.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001893/pipelines/3.0/file/ERP018622_taxonomy_abundances_v3.0.tsv,{},pipelines: 3.0 (125013542743760),ERP018622_taxonomy_abundances_v3.0.tsv,TSV,tsv,Taxonomic assignments,Taxonomic assignments (TSV),Taxonomic analysis,amplicon
MGYS00001893,ERP018622_diversity_v3.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001893/pipelines/3.0/file/ERP018622_diversity_v3.0.tsv,{},pipelines: 3.0 (125013542743760),ERP018622_diversity_v3.0.tsv,TSV,tsv,Taxonomic diversity metrics,Taxonomic diversity metrics (TSV),Statistics,amplicon
MGYS00001892,SRP001709_GO-slim_abundances_v1.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001892/pipelines/1.0/file/SRP001709_GO-slim_abundances_v1.0.tsv,{},pipelines: 1.0 (125013529902928),SRP001709_GO-slim_abundances_v1.0.tsv,TSV,tsv,GO slim annotation,GO slim annotation,Functional analysis,amplicon
MGYS00001892,SRP001709_GO_abundances_v1.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001892/pipelines/1.0/file/SRP001709_GO_abundances_v1.0.tsv,{},pipelines: 1.0 (125013529902928),SRP001709_GO_abundances_v1.0.tsv,TSV,tsv,Complete GO annotation,Complete GO annotation,Functional analysis,amplicon
MGYS00001892,SRP001709_IPR_abundances_v1.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001892/pipelines/1.0/file/SRP001709_IPR_abundances_v1.0.tsv,{},pipelines: 1.0 (125013529902928),SRP001709_IPR_abundances_v1.0.tsv,TSV,tsv,InterPro matches,InterPro matches (TSV),Functional analysis,amplicon
MGYS00001892,SRP001709_phylum_taxonomy_abundances_v1.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001892/pipelines/1.0/file/SRP001709_phylum_taxonomy_abundances_v1.0.tsv,{},pipelines: 1.0 (125013529902928),SRP001709_phylum_taxonomy_abundances_v1.0.tsv,TSV,tsv,Phylum level taxonomies,Phylum level taxonomies (TSV),Taxonomic analysis,amplicon
MGYS00001892,SRP001709_taxonomy_abundances_v1.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001892/pipelines/1.0/file/SRP001709_taxonomy_abundances_v1.0.tsv,{},pipelines: 1.0 (125013529902928),SRP001709_taxonomy_abundances_v1.0.tsv,TSV,tsv,Taxonomic assignments,Taxonomic assignments (TSV),Taxonomic analysis,amplicon
MGYS00001887,ERP023970_GO-slim_abundances_v3.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001887/pipelines/3.0/file/ERP023970_GO-slim_abundances_v3.0.tsv,{},pipelines: 3.0 (125013542743760),ERP023970_GO-slim_abundances_v3.0.tsv,TSV,tsv,GO slim annotation,GO slim annotation,Functional analysis,amplicon
MGYS00001887,ERP023970_GO_abundances_v3.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001887/pipelines/3.0/file/ERP023970_GO_abundances_v3.0.tsv,{},pipelines: 3.0 (125013542743760),ERP023970_GO_abundances_v3.0.tsv,TSV,tsv,Complete GO annotation,Complete GO annotation,Functional analysis,amplicon
MGYS00001887,ERP023970_IPR_abundances_v3.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001887/pipelines/3.0/file/ERP023970_IPR_abundances_v3.0.tsv,{},pipelines: 3.0 (125013542743760),ERP023970_IPR_abundances_v3.0.tsv,TSV,tsv,InterPro matches,InterPro matches (TSV),Functional analysis,amplicon
MGYS00001887,ERP023970_phylum_taxonomy_abundances_v3.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001887/pipelines/3.0/file/ERP023970_phylum_taxonomy_abundances_v3.0.tsv,{},pipelines: 3.0 (125013542743760),ERP023970_phylum_taxonomy_abundances_v3.0.tsv,TSV,tsv,Phylum level taxonomies,Phylum level taxonomies (TSV),Taxonomic analysis,amplicon
MGYS00001887,ERP023970_taxonomy_abundances_v3.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001887/pipelines/3.0/file/ERP023970_taxonomy_abundances_v3.0.tsv,{},pipelines: 3.0 (125013542743760),ERP023970_taxonomy_abundances_v3.0.tsv,TSV,tsv,Taxonomic assignments,Taxonomic assignments (TSV),Taxonomic analysis,amplicon
MGYS00001887,ERP023970_diversity_v3.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001887/pipelines/3.0/file/ERP023970_diversity_v3.0.tsv,{},pipelines: 3.0 (125013542743760),ERP023970_diversity_v3.0.tsv,TSV,tsv,Taxonomic diversity metrics,Taxonomic diversity metrics (TSV),Statistics,amplicon
MGYS00001886,ERP015692_GO-slim_abundances_v3.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001886/pipelines/3.0/file/ERP015692_GO-slim_abundances_v3.0.tsv,{},pipelines: 3.0 (125013542743760),ERP015692_GO-slim_abundances_v3.0.tsv,TSV,tsv,GO slim annotation,GO slim annotation,Functional analysis,amplicon
MGYS00001886,ERP015692_GO_abundances_v3.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001886/pipelines/3.0/file/ERP015692_GO_abundances_v3.0.tsv,{},pipelines: 3.0 (125013542743760),ERP015692_GO_abundances_v3.0.tsv,TSV,tsv,Complete GO annotation,Complete GO annotation,Functional analysis,amplicon
MGYS00001886,ERP015692_IPR_abundances_v3.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001886/pipelines/3.0/file/ERP015692_IPR_abundances_v3.0.tsv,{},pipelines: 3.0 (125013542743760),ERP015692_IPR_abundances_v3.0.tsv,TSV,tsv,InterPro matches,InterPro matches (TSV),Functional analysis,amplicon
MGYS00001886,ERP015692_phylum_taxonomy_abundances_v3.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001886/pipelines/3.0/file/ERP015692_phylum_taxonomy_abundances_v3.0.tsv,{},pipelines: 3.0 (125013542743760),ERP015692_phylum_taxonomy_abundances_v3.0.tsv,TSV,tsv,Phylum level taxonomies,Phylum level taxonomies (TSV),Taxonomic analysis,amplicon
MGYS00001886,ERP015692_taxonomy_abundances_v3.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001886/pipelines/3.0/file/ERP015692_taxonomy_abundances_v3.0.tsv,{},pipelines: 3.0 (125013542743760),ERP015692_taxonomy_abundances_v3.0.tsv,TSV,tsv,Taxonomic assignments,Taxonomic assignments (TSV),Taxonomic analysis,amplicon
MGYS00001886,ERP015692_diversity_v3.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001886/pipelines/3.0/file/ERP015692_diversity_v3.0.tsv,{},pipelines: 3.0 (125013542743760),ERP015692_diversity_v3.0.tsv,TSV,tsv,Taxonomic diversity metrics,Taxonomic diversity metrics (TSV),Statistics,amplicon
MGYS00001884,ERP022366_phylum_taxonomy_abundances_v3.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001884/pipelines/3.0/file/ERP022366_phylum_taxonomy_abundances_v3.0.tsv,{},pipelines: 3.0 (125013542743760),ERP022366_phylum_taxonomy_abundances_v3.0.tsv,TSV,tsv,Phylum level taxonomies,Phylum level taxonomies (TSV),Taxonomic analysis,amplicon
MGYS00001884,ERP022366_taxonomy_abundances_v3.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001884/pipelines/3.0/file/ERP022366_taxonomy_abundances_v3.0.tsv,{},pipelines: 3.0 (125013542743760),ERP022366_taxonomy_abundances_v3.0.tsv,TSV,tsv,Taxonomic assignments,Taxonomic assignments (TSV),Taxonomic analysis,amplicon
MGYS00001868,ERP023746_GO-slim_abundances_v3.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001868/pipelines/3.0/file/ERP023746_GO-slim_abundances_v3.0.tsv,{},pipelines: 3.0 (125013542743760),ERP023746_GO-slim_abundances_v3.0.tsv,TSV,tsv,GO slim annotation,GO slim annotation,Functional analysis,amplicon
MGYS00001868,ERP023746_GO_abundances_v3.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001868/pipelines/3.0/file/ERP023746_GO_abundances_v3.0.tsv,{},pipelines: 3.0 (125013542743760),ERP023746_GO_abundances_v3.0.tsv,TSV,tsv,Complete GO annotation,Complete GO annotation,Functional analysis,amplicon
MGYS00001868,ERP023746_IPR_abundances_v3.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001868/pipelines/3.0/file/ERP023746_IPR_abundances_v3.0.tsv,{},pipelines: 3.0 (125013542743760),ERP023746_IPR_abundances_v3.0.tsv,TSV,tsv,InterPro matches,InterPro matches (TSV),Functional analysis,amplicon
MGYS00001868,ERP023746_phylum_taxonomy_abundances_v3.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001868/pipelines/3.0/file/ERP023746_phylum_taxonomy_abundances_v3.0.tsv,{},pipelines: 3.0 (125013542743760),ERP023746_phylum_taxonomy_abundances_v3.0.tsv,TSV,tsv,Phylum level taxonomies,Phylum level taxonomies (TSV),Taxonomic analysis,amplicon
MGYS00001868,ERP023746_taxonomy_abundances_v3.0.tsv,study-downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001868/pipelines/3.0/file/ERP023746_taxonomy_abundances_v3.0.tsv,{},pipelines: 3.0 (125013542743760),ERP023746_taxonomy_abundances_v3.0.tsv,TSV,tsv,Taxonomic assignments,Taxonomic assignments (TSV),Taxonomic analysis,amplicon
