id,sample-count,bioproject,secondary-accession,study-abstract,study-name,samples
MGYS00005374,187,PRJEB12124,ERP013563,"Dysbosis of intestinal microbiota could contribute to the pathogenesis of Type 2 Diabetes. It is yet to be known whether intestinal flora could be related to differential responds to antidiabetic therapies. This study, herein for the first time, metagenomic sequenced fecal samples from a randomized clinical trial on new onset untreated Type 2 Diabetes patients applied two treatment arms, Acarbose and Glipizide (Sulfonylurea) and analyzed the differential responses of intestinal flora in different groups. Results showed substantial impact of Acarbose on gut microbiota community but minor of Glipizide. Enterotypes with similar baseline clinical characteristics, had significant different pharmacologic respond to Acarbose on insulin resistance, gut hormones, bile acids and cardiovascular risks, indicating that different pattern of intestinal microbiota component could determine different responses of Type 2 Diabetes to antidiabetic pharmacological therapies.",Gut microbiome-dependent stratification of patients for anti-diabetic treatment,"ERS1015876,ERS1015889,ERS1015904,ERS1015921,ERS1015931,ERS1015941,ERS1016048,ERS1015948,ERS1015960,ERS1015972,ERS1015993,ERS1016013,ERS1016035,ERS1015867,ERS1015872,ERS1015877,ERS1015883,ERS1015890,ERS1015901,ERS1015912,ERS1015920,ERS1015929,ERS1015936,ERS1015940,ERS1015947"
MGYS00003510,19,PRJEB26908,ERP108939,"The Gut microbiota of 10 pairs of Chinese infant twins Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set: PRJEB12669.  This project includes samples from the following biomes: Host-associated, Human, Digestive system, Large intestine.",EMG produced TPA metagenomics assembly of the Gut microbiota of 10 pairs of Chinese infant twins (Gut microbiota of 10 pairs of Chinese infant twins) data set.,"ERS1202828,ERS1202820,ERS1202827,ERS1202822,ERS1202809,ERS1202810,ERS1202811,ERS1202812,ERS1202813,ERS1202814,ERS1202815,ERS1202816,ERS1202817,ERS1202818,ERS1202819,ERS1202821,ERS1202824,ERS1202825,ERS1202826"
MGYS00001983,22,PRJEB22365,ERP104044,The human gut metagenome Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set PRJNA215106. This project includes samples from the following biomes : Human gut.,EMG produced TPA metagenomics assembly of the Pediatric Fecal Metagenome (human gut metagenome) data set,"SRS475514,SRS475509,SRS475505,SRS475503,SRS475501,SRS475500,SRS475497,SRS475496,SRS475495,SRS475515,SRS475513,SRS475507,SRS475506,SRS475502,SRS475511,SRS475510,SRS475516,SRS475508,SRS475499,SRS475498,SRS475512,SRS475504"
MGYS00001982,154,PRJEB22362,ERP104041,The stool Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set PRJNA363080. This project includes samples from the following biomes : Human gut.,EMG produced TPA metagenomics assembly of the stool samples Raw sequence reads (stool) data set,"SRS1991693,SRS1991689,SRS1991687,SRS1991672,SRS1991667,SRS1991592,SRS1991582,SRS1991570,SRS1991565,SRS1991554,SRS1991550,SRS1991657,SRS1991653,SRS1991646,SRS1991638,SRS1991633,SRS1991624,SRS1991618,SRS1991611,SRS1991600,SRS1991545,SRS1991541,SRS1991642,SRS1991620,SRS1991606"
MGYS00005359,22,PRJNA215106,SRP029439,"Functional metagenomic selections were performed from various pediatric fecal metagenomes, enriched for children in the first two years of life. A major goal was to understand how antibiotic resistance genes establish and propagate among developing intestinal microbiomes.  Fecal metagenomic DNA was cloned into an E. coli library and subjected to selections for antibiotic resistance. After selection, resistance-conferring fragments (the only fragments conferring survival to E. coli in the presence of the drugs) were PCR-amplified, sequenced, and assembled.",Pediatric Fecal Metagenome,"SRS475514,SRS475509,SRS475505,SRS475503,SRS475501,SRS475500,SRS475497,SRS475496,SRS475495,SRS475515,SRS475513,SRS475507,SRS475506,SRS475502,SRS475511,SRS475510,SRS475516,SRS475508,SRS475499,SRS475498,SRS475512,SRS475504"
MGYS00005358,94,PRJNA363080,SRP098507,stool and meconium 16s RNA samples Raw sequence reads,stool samples Raw sequence reads,"SRS1991693,SRS1991689,SRS1991687,SRS1991672,SRS1991667,SRS1991592,SRS1991582,SRS1991570,SRS1991565,SRS1991554,SRS1991550,SRS1991657,SRS1991653,SRS1991646,SRS1991638,SRS1991633,SRS1991624,SRS1991618,SRS1991611,SRS1991600,SRS1991545,SRS1991541,SRS1991642,SRS1991620,SRS1991606"
MGYS00002038,91,PRJEB22519,ERP104200,The GBP Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set PRJEB12947. This project includes samples from the following biomes : Human gut.,EMG produced TPA metagenomics assembly of the Roux-en-Y gastric bypass surgery of morbidly obese patients shows swift and persistent changes of the individual gut microbiota (GBP) data set,"SRS820575,SRS820573,SRS820607,SRS820593,SRS820614,SRS820629,SRS820580,SRS820574,SRS820602,SRS820625,SRS820611,SRS820582,SRS820598,SRS820590,SRS820599,SRS820589,SRS820615,SRS820600,SRS820572,SRS820606,SRS820624,SRS820613,SRS820626,SRS820586,SRS820594"
MGYS00005357,57,PRJNA268964,SRP052307,Gut microbiome diversity,Human Gut Microbiome Metagenome,"SRS820575,SRS820573,SRS820607,SRS820593,SRS820614,SRS820629,SRS820580,SRS820574,SRS820602,SRS820625,SRS820611,SRS820582,SRS820598,SRS820590,SRS820599,SRS820589,SRS820615,SRS820600,SRS820572,SRS820606,SRS820624,SRS820613,SRS820626,SRS820586,SRS820594"
MGYS00002050,19,PRJEB22538,ERP104219,The human gut metagenome Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set PRJNA196801. This project includes samples from the following biomes : Human gut.,EMG produced TPA metagenomics assembly of the Rapid evolution of the human gut virome (human gut metagenome) data set,"SRS415872,SRS415876,SRS415864,SRS415867,SRS415878,SRS415875,SRS415871,SRS415881,SRS415877,SRS415873,SRS413840,SRS413841,SRS415866,SRS413515,SRS413351,SRS413839,SRS415865,SRS415869,SRS415870"
MGYS00002334,52,PRJEB24534,ERP106364,"The human gut metagenome Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set: PRJNA273761.  This project includes samples from the following biomes: Host-associated, Animal, Digestive system, Fecal.",EMG produced TPA metagenomics assembly of the Metagenomes from human infant fecal samples with and without necrotizing enterocolitis (human gut metagenome) data set.,"SRS830345,SRS2661104,SRS830321,SRS830346,SRS830303,SRS830341,SRS830334,SRS830312,SRS830323,SRS830305,SRS830342,SRS830336,SRS830329,SRS830306,SRS830319,SRS830333,SRS830315,SRS830337,SRS2661100,SRS830295,SRS830297,SRS830298,SRS830299,SRS830300,SRS830302"
MGYS00003536,3,PRJEB26491,ERP108482,"The metagenome Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set: PRJNA321218.  This project includes samples from the following biomes: Host-associated, Human, Digestive system, Large intestine, Fecal.",EMG produced TPA metagenomics assembly of the human gut and groundwater harbor non-photosynthetic bacteria (metagenome) data set.,"SRS1432720,SRS1432719,SRS1432721"
MGYS00005350,52,PRJNA321058,SRP075633,"This is an uncontrolled, prospective open-label study of FMT from healthy donors to subjects with active CD. A single FMT was performed via colonoscopy. Stool samples were collected prior to FMT and at two time points, four and eight weeks after FMT. Recipients microbial diversity, mucosal T-cell phenotypes and clinical and inflammatory parameters were measured over 12 weeks, and safety over 26 weeks.",Increased intestinal microbial diversity following fecal microbiota transplant for active Crohn''s disease,"SRS1465262,SRS1465274,SRS1465271,SRS1465258,SRS1465248,SRS1465259,SRS1465257,SRS1465256,SRS1465233,SRS1465235,SRS1465236,SRS1465264,SRS1465246,SRS1465263,SRS1465232,SRS1465273,SRS1465265,SRS1465275,SRS1465229,SRS1465254,SRS1465280,SRS1465276,SRS1465267,SRS1465242,SRS1465253"
MGYS00005347,17,PRJNA273761,SRP052967,"Premature infants are highly vulnerable to aberrant gastrointestinal tract colonization, a process that may lead to diseases like necrotizing enterocolitis. This study compares microbial communities of 10 co-hospitalized infants, five of which had a diagnosis of necrotizing enterocolitis.  Surprisingly, while potentially pathogenic bacteria of the same species colonized many infants, a genome-resolved analysis revealed that strains colonizing each baby were typically distinct. In particular, no strain was common to all infants that developed necrotizing enterocolitis. The paucity of shared gut colonizers suggests the existence of significant barriers to spread of bacteria among infants. Importantly, we demonstrate that strain-resolved comprehensive community analysis can be accomplished on potentially medically-relevant time scales.",Metagenomes from human infant fecal samples with and without necrotizing enterocolitis,"SRS830345,SRS2661104,SRS830321,SRS830346,SRS830303,SRS830341,SRS830334,SRS830312,SRS830323,SRS830305,SRS830342,SRS830336,SRS830329,SRS830306,SRS830319,SRS830333,SRS830315"
MGYS00005341,102,PRJEB15111,ERP016813,"Coronary heart disease (CHD) is top risk factor for health in modern society, causing high mortality rate each year. However, there is no reliable way for early diagnosis and prevention of CHD so far. So study the mechanism of CHD and development of novel biomarkers is urgently needed. In this study, metabolomics and metagenomics technology are applied to discover new biomarkers from plasma and urine of 59 CHD patients and 43 healthy controls and trace their origin. We identify GlcNAc-6-P which has good diagnostic capability and can be used as potential biomarkers for CHD, together with mannitol and 15 plasma cholines. These identified metabolites show significant correlations with clinical biochemical indexes. Meanwhile, GlcNAc-6-P and mannitol are potential metabolites originated from intestinal microbiota. Association analysis on species and function levels between intestinal microbes and metabolites suggest a close correlation between Clostridium sp. HGF2 and GlcNAc-6-P, Clostridium sp. HGF2, Streptococcus sp. M143, Streptococcus sp. M334 and mannitol. These suggest the metabolic abnormality is significant and gut microbiota dysbiosis happens in CHD patients.",Integrated metabolomics and metagenomics analysis of plasma and urine identified microbial metabolites associated with coronary heart disease,"ERS1289738,ERS1289708,ERS1289680,ERS1289710,ERS1289747,ERS1289751,ERS1289735,ERS1289776,ERS1289696,ERS1289742,ERS1289724,ERS1289733,ERS1289695,ERS1289775,ERS1289711,ERS1289700,ERS1289727,ERS1289704,ERS1289725,ERS1289719,ERS1289715,ERS1289678,ERS1289743,ERS1289752,ERS1289722"
