id,sample-count,bioproject,secondary-accession,study-abstract,study-name,samples,experiment_type
MGYS00001803,167,PRJEB20721,ERP022894,"Background and aims: Feeding studies demonstrate the clinical potential of restriction of fermentable carbohydrates (low FODMAP diet, LFD) in irritable bowel syndrome (IBS). However, a placebo-controlled dietary advice study has not been conducted and the diet leads to a potentially detrimental shift in microbiota composition.Methods: A 2x2 factorial trial was undertaken in the tertiary care setting. Patients aged 18-65 years with Rome III IBS were recruited. Patients were randomised 1:1 for four weeks to a diet (sham diet vs LFD) and supplement (placebo vs probiotic), resulting in four different groups. The sham diet was equivalent in dietary restriction compared with LFD. The probiotic was multistrain (VSL#3). Patients were masked to the interventions. The primary endpoints were adequate relief of symptoms and stool Bifidobacteria abundance at four weeks. Results: 104 patients were randomised. 27 were allocated to sham diet/placebo, 26 to sham diet/probiotic, 24 to LFD/placebo and 27 to LFD/probiotic. There was no interaction between the interventions. In the intention-to-treat analysis, adequate symptom relief was higher for LFD (57%) versus sham (38%), although did not reach statistical significance (p=0.051), whereas in the per protocol analysis the higher proportion for LFD (61%) versus sham (39%) was statistically significant (p=0.043). Bifidobacteria were lower after LFD versus sham (8.8 vs 9.2 16S rRNA genes/g, p=0.008) and higher after probiotic versus placebo (p=0.019). There was no effect of LFD on microbiota diversity.Conclusions: This is the first placebo-controlled study of LFD advice in IBS, reporting adequate symptom relief that approached significance together with significantly reduced symptom scores compared with placebo.  Probiotic co-administration ameliorated the diet-induced decline in Bifidobacteria abundance.","Low FODMAP diet and probiotics in irritable bowel syndrome: a 2x2 factorial design, randomised, placebo-controlled trial","ERS1724016,ERS1724017,ERS1724018,ERS1724019,ERS1724020,ERS1724021,ERS1724022,ERS1724023,ERS1724024,ERS1724025,ERS1724026,ERS1724027,ERS1724028,ERS1724029,ERS1724030,ERS1724031,ERS1724032,ERS1724033,ERS1724034,ERS1724035,ERS1724036,ERS1724037,ERS1724038,ERS1724039,ERS1724040",amplicon
MGYS00001748,768,PRJEB6358,ERP005883,"Given the global burden of diarrheal diseases, it is important to understand how members of the gut microbiota affect the risk for, the course of, and recovery from disease.  This is true for young children when the gut microbiota is being assembled, as well as for adults.  Recent culture-independent analyses of the fecal microbiota of healthy Bangladeshi infants and children, sampled monthly from birth through the second year of life, have identified a group of age-discriminatory bacterial taxa that together define a normal program of postnatal development (maturation) of the gut microbiota. The acute voluminous diarrhea caused by Vibrio cholerae represents a dramatic example of enteropathogen invasion and gut microbial community disruption.  We have conducted a detailed time-series metagenomic study of the fecal microbiota during the acute diarrheal and recovery phases of cholera in a cohort of Bangladeshi adults living in an area with a very high burden of disease. Recovery is characterized by a pattern of accumulation of bacterial taxa that mirrors the normal pattern of assembly/maturation of the microbiota in healthy Bangladeshi children. To define underlying mechanisms, we created an artificial community of 14 sequenced human gut bacterial species in gnotobiotic mice, composed of taxa that directly correlate with recovery from cholera and that are indicative of normal microbiota maturation in healthy Bangladeshi children. One of these age-discriminatory species, Ruminococcus obeum, exhibited consistent increases in its relative abundance upon V. cholerae infection of the mice. Follow-up mono- and bi-colonization studies established that R. obeum restricts V. cholerae colonization. RNA-Seq of the community's meta-transcriptome, combined with assays of autoinducer-2 (AI-2) production and function, revealed that expression of R. obeum luxS (AI-2 synthase) and AI-2 production increase significantly with V. cholerae invasion, and that R. obeum AI-2 causes quorum-sensing mediated repression of toxin co-regulated pilus, a primary V. cholerae colonization factor. Co-colonization experiments in gnotobiotic mice established that R. obeum AI-2 reduces Vibrio colonization/pathogenicity through a novel pathway that does not depend on the canonical V. cholerae AI-2 sensor, LuxP.","Effects of cholera on the human gut microbiota, and interactions between human gut microbes and Vibrio cholerae.","ERS465237,ERS465238,ERS465239,ERS465240,ERS465241,ERS465242,ERS465243,ERS465244,ERS465245,ERS465246,ERS465247,ERS465248,ERS465249,ERS465250,ERS465251,ERS465252,ERS465253,ERS465254,ERS465255,ERS465256,ERS465257,ERS465258,ERS465259,ERS465260,ERS465261",amplicon
MGYS00001708,4,PRJEB20475,ERP022631,The human gut microbiome has been demonstrated to play a vital role in health and disease. Dysbiosis may contribute significantly to adverse outcomes in child health. Using metagenomics this project seeks to identify microbiome signatures that might influence health of children.,Analysis of gut microbiota in infants,"ERS1670397,ERS1670398,ERS1670399,ERS1670400",amplicon
MGYS00001705,396,PRJEB1220,ERP002061,"The microbial diversity of environments like the human gut extends far beyond what is covered by reference genomes. Here we present a method for exhaustive and unsupervised co-abundance gene binning across a series of highly complex metagenomic samples. As the method does not rely on previously sequenced reference genomes it allows for discovery of new species, viruses and clonal heterogeneity. We demonstrate the method on human gut microbiome data and identify 7,381 co-abundance gene groups (CAGs) ranging in size from 3 to 6,319 genes. The CAGs represent a wide variety of biological entities including microbial genomes, phages and clonal differences. We name the 741 largest of these metagenomic species (MGS), because they correspond to microbial species. In addition, we establish microbial host affiliations by dependency-associations for many small CAGs. Longitudinal sampling in the same individuals indicates that some of these dependency-associations are important for the persistence of their microbial host",A method for identifying metagenomic species and variable genetic elements by exhaustive co-abundance binning,"ERS199007,ERS199362,ERS199344,ERS199108,ERS199104,ERS199111,ERS199107,ERS199106,ERS199118,ERS199005,ERS199014,ERS199384,ERS199090,ERS199287,ERS199328,ERS199117,ERS199112,ERS199395,ERS199009,ERS199004,ERS199205,ERS199349,ERS199211,ERS199215,ERS199373",amplicon
MGYS00001679,3288,PRJEB13747,ERP015317,"Recent genetic studies in mice and humans have revealed intriguing genetic associations with the gut microbiome. Here we report a 16S rRNA-based analysis of the gut microbiome in 1,126 twin pairs, a subset of which we previously analyzed. Tripling the sample reduced the confidence intervals around heritability estimates and uncovered newly heritable taxa, many of which are validated in other studies. Repeat sampling of subjects showed heritable taxa to be temporally stable. A candidate gene approach uncovered associations between heritable taxa and genes related to diet, metabolism and olfaction. We replicate an association between Bifidobacterium and the lactase (LCT) gene region and identify an association between ALDH1L1 and SHA-98, suggesting a link between formate production and blood pressure. Additional genes detected are involved in barrier defense and self/non-self recognition. Our results indicate that diet sensing, metabolism, and immune defense are important drivers of human-microbiome co-evolution.",Genetic determinants of the gut microbiome in the TwinsUK cohort,"ERS1130263,ERS1130268,ERS1130272,ERS1130276,ERS1130289,ERS1130302,ERS1130315,ERS1130324,ERS1130330,ERS1130333,ERS1130334,ERS1130345,ERS1130359,ERS1130361,ERS1130364,ERS1130391,ERS1130417,ERS1130420,ERS1130423,ERS1130426,ERS1130429,ERS1130437,ERS1130467,ERS1130471,ERS1130474",amplicon
MGYS00001650,148,PRJEB4927,ERP004264,"In the course of Parkinson's disease (PD), the enteric nervous system is probably the first structure being affected by alpha-synuclein pathology. Recent research has shown that there is an intense bidirectional interaction between gut microbiota and the brain via diverse pathways. We speculated that intestinal microbiota may be implicated in PD. We compared the fecal microbiomes of 72 PD patients and 72 control subjects by pyrosequencing the bacterial 16S rRNA gene.",Alterations of the Fecal Microbiome in Parkinson's Disease,"ERS368298,ERS368299,ERS368300,ERS368301,ERS368302,ERS368303,ERS368304,ERS368305,ERS368306,ERS368307,ERS368308,ERS368309,ERS368310,ERS368311,ERS368312,ERS368313,ERS368314,ERS368315,ERS368316,ERS368317,ERS368318,ERS368319,ERS368320,ERS368321,ERS368322",amplicon
MGYS00001626,10,PRJEB17783,ERP019673,16S rRNA gene sequencing of Extremelly low birth weight infant using primers 926F-1394R,16S rRNA gene sequencing of Extremelly low birth weight infant,"ERS1436635,ERS1436636,ERS1436637,ERS1436638,ERS1436639,ERS1436640,ERS1436641,ERS1436642,ERS1436643,ERS1436644",amplicon
MGYS00001623,22,PRJEB19677,ERP021734,This study describes the use of shotgun metagenomic sequencing  to characterise the microbiota of faecal samples collected from infants prior to developing necrotising enterocolitis (NEC) and from matched controls. Additional genomic sequencing of select enterobacteriaceal isolates cultured from these samples was also performed.,This dataset contains the output from shotgun metagenomic and genomic sequencing of the microbiota of faecal samples collected from infants prior to developing necrotising enterocolitis (NEC).,"ERS1589273,ERS1589274,ERS1589275,ERS1589276,ERS1589277,ERS1589278,ERS1589279,ERS1589280,ERS1589281,ERS1589282,ERS1589283,ERS1589284,ERS1589285,ERS1589286,ERS1589287,ERS1589288,ERS1589289,ERS1589290,ERS1589291,ERS1589292,ERS1589293,ERS1589294",amplicon
MGYS00001581,13,PRJEB19895,ERP021966,"We studied the intestinal microbial changes in groups of African children belonging to the same ethnicity in which transition from a rural environment to urban areas, together with improvement of socio-economic conditions, results in exposure to a ?globalized? western type diet. Introduction of foods from animal origin and rich in fat and simple sugar into a traditional African diet, composed by cereals, legumes and vegetables, causes gut microbiota shift, leading to progressive loss of biochemical functions associated to production of Short Chain Fatty Acids. Key microbial profiles are lost in the course of urbanization and improvement of economic conditions independently from geography and ethnicity, resulting in a marked shift in bacterial communities, typical of western populations.",Impact of the diet on the intestinal microbiota in African children moving from rural to urban areas,"ERS1586606,ERS1586607,ERS1586608,ERS1586609,ERS1586610,ERS1586611,ERS1586612,ERS1586613,ERS1586614,ERS1586615,ERS1586616,ERS1586617,ERS1586618",amplicon
MGYS00001556,196,PRJEB13870,ERP015450,"Hypertension is one of the most prevalent cardiovascular diseases worldwide. Recent findings have identified a link between gut microbiota and blood pressure, yet the contributions of gut microbes and bacterial metabolites towards hypertension remain largely uncharacterized. We carried out metagenomic and metabonomics analyses, in combination with faecal microbiota transplantation, and elucidate that dysbiosis of gut microbiome triggers the pathogenesis of hypertension through altering the metabolic effects.",Dysbiosis of gut microbiota contributes to the pathogenesis of hypertension,"ERS1138743,ERS1138744,ERS1138753,ERS1138759,ERS1138776,ERS1138785,ERS1138802,ERS1138809,ERS1138820,ERS1138821,ERS1138824,ERS1138830,ERS1138832,ERS1138845,ERS1138851,ERS1138852,ERS1138860,ERS1138879,ERS1138882,ERS1138889,ERS1138906,ERS1138918,ERS1138921,ERS1138923,ERS1138746",amplicon
MGYS00001537,28,PRJEB19367,ERP021378,Analysis of stool samples from sickle cell disease patients and healthy controls,Analysis of stool samples from sickle cell disease patients and healthy controls,"ERS1546031,ERS1546032,ERS1546033,ERS1546034,ERS1546035,ERS1546036,ERS1546037,ERS1546038,ERS1546039,ERS1546040,ERS1546041,ERS1546042,ERS1546043,ERS1546044,ERS1546045,ERS1546046,ERS1546047,ERS1546048,ERS1546049,ERS1546050,ERS1546051,ERS1546052,ERS1546053,ERS1546054,ERS1546055",amplicon
MGYS00001493,1,PRJNA60717,SRP012558,"Stool sample from a premature human infant (UC1).  This study used metagenomic methods (community genomic analysis and sequencing of amplified 16S rRNA genes) to document microbial colonization of the gut of a premature infant born at 28 weeks gestation. Analysis of 16S rRNA gene sequences collected approximately daily revealed three compositional phases during colonization. We reconstructed genomes of the dominant organisms and intensively curated population genomic datasets from the third phase. In the third phase, the communities were dominated by a nearly clonal Serratia population, two Citrobacter strains sharing >99% nucleotide identity, and contained a lower abundance Enterococcus population, multiple plasmids and bacteriophage. The relative abundance of the Citrobacter strains changed significantly over time. Modeling of Citrobacter strain abundances suggests differences in growth rates and/or host colonization patterns. We identified genotypic variation potentially responsible for divergent strain ecologies, including hotspots of sequence variation in regulatory genes and intergenic regions, and in genes involved in transport, flagellar biosynthesis, substrate metabolism, and host colonization, as well as differences in the complements of these genes. Our results demonstrate that a community genomic approach can elucidate gut microbial colonization at the resolution required to discern medically relevant strain and species population dynamics, and hence improve our ability to diagnose and treat microbial community-mediated disorders.",Metagenomic analysis of infant stool sample,SRS311298,amplicon
MGYS00001444,268,PRJEB19103,ERP021093,"Advento study is a research about chronic diseases that are frequent in adult population, specially diabetes and cardiovascular conditions.",Gut microbiome from patients obtained by 16s rRNA sequencing.,"ERS1508496,ERS1508497,ERS1508498,ERS1508499,ERS1508500,ERS1508501,ERS1508502,ERS1508503,ERS1508504,ERS1508505,ERS1508506,ERS1508507,ERS1508508,ERS1508509,ERS1508510,ERS1508511,ERS1508512,ERS1508513,ERS1508514,ERS1508515,ERS1508516,ERS1508517,ERS1508518,ERS1508519,ERS1508520",amplicon
MGYS00001442,15,PRJEB19090,ERP021080,"Gut microbiome research is rapidly moving towards the functional characterization of the microbiota by means of shotgun meta-omics. Here, we selected a cohort of healthy subjects from an indigenous and monitored Sardinian population to analyze their gut microbiota using both shotgun metagenomics and shotgun metaproteomics. We found a considerable divergence between genetic potential and functional activity of the human healthy gut microbiota, in spite of a quite comparable taxonomic structure revealed by the two approaches. Investigation of inter-individual variability of taxonomic features revealed Bacteroides and Akkermansia as remarkably conserved and variable in abundance within the population, respectively. Firmicutes-driven butyrogenesis (mainly due to Faecalibacterium spp.) was shown to be the functional activity with the higher expression rate and the lower inter-individual variability in the study cohort, highlighting the key importance of the biosynthesis of this microbial by-product for the gut homeostasis. The taxon-specific contribution to functional activities and metabolic tasks was also examined, giving insights into the peculiar role of several gut microbiota members in carbohydrate metabolism (including polysaccharide degradation, glycan transport, glycolysis and short-chain fatty acid production). In conclusion, our results provide useful indications regarding the main functions actively exerted by the gut microbiota members of a healthy human cohort, and support metaproteomics as a valuable approach to investigate the functional role of the gut microbiota in health and disease.",Potential and active functions in the gut microbiota of a healthy human cohort,"ERS1509319,ERS1509315,ERS1509321,ERS1509326,ERS1509327,ERS1509320,ERS1509317,ERS1509324,ERS1509328,ERS1509318,ERS1509323,ERS1509316,ERS1509325,ERS1509329,ERS1509322",amplicon
MGYS00001420,55,PRJEB12357,ERP013827,"Ten individuals with metabolic syndrome underwent a single faecal microbiota transplantation (FMT): 5 of which were allogenic, the other 5 autologous. Stool samples were collected before FMT (day 0) and days 2, 14, 42 and 84 after FMT; and from the donor before FMT. Metagenomic shotgun sequencing was performed on all samples.",Impact of faecal microbiota transplantation on the intestinal microbiome in metabolic syndrome patients,"ERS1069637,ERS1069638,ERS1069639,ERS1069640,ERS1069641,ERS1069642,ERS1069643,ERS1069644,ERS1069645,ERS1069646,ERS1069647,ERS1069648,ERS1069649,ERS1069650,ERS1069651,ERS1069652,ERS1069653,ERS1069654,ERS1069655,ERS1069656,ERS1069657,ERS1069658,ERS1069659,ERS1069660,ERS1069661",amplicon
MGYS00001342,10,PRJEB18265,ERP020191,"A problem of antibiotic resistance emergence in microbiome will be investigated in the research. To date, gut microbiome (as well as soil microbiome) is considered to be antibiotic resistance reservoir. The resistance can accumulate in the microbiome after antibiotic treatment against infectious agents, and it can be passed to pathogenic bacteria during further infections, even though absence of the target infection is checked after each therapy. Moreover, use of antibiotics in agriculture and every day life (without doctor’s recommendations) creates an environment for antibiotic resistance transfer between microbiomes, as there is always a selective pressure for it. That is a quite dangerous situation, as there is a permanent ubiquitous antibiotic resistance (AR) background. In the framework of the research available data on Russian and worldwide microbiomes (more than 2000 by 2015 year) will be analyzed and groups of patients who passed antibiotic treatment will be studied. Using obtained results a map of antibiotic resistance expansion will be created, dominating mechanisms of the resistance transfer and AR genes hosts will be revealed. Additionally, laboratory methods and mathematical analysis for genes’ and mechanisms’ screening will be developed. The developed models AR transfer will make possible modeling of various methods for AR transfer prevention, or, alternatively, modeling of consequences of different antibiotics’ use. Concluding, basic mechanisms of AR emergence will be described (6-1-3) and new methods of screening will be proposed. Furthermore, principle of the screening operation will be demonstrated on available data on AR, as well as on chosen clinical groups.",Estimation of variability in the gut microbiota resistome of the Russian citizens aimed at identification of pathways for transmission and spread of antibiotic resistance.,"ERS1462079,ERS1462080,ERS1462081,ERS1462082,ERS1462083,ERS1462084,ERS1462085,ERS1462086,ERS1462087,ERS1462088",amplicon
MGYS00001315,4,PRJEB17980,ERP019890,The human gut microbiome has been demonstrated to play a vital role in health and disease. Dysbiosis may contribute significantly to adverse outcomes in child health. Using metagenomics this project seeks to identify microbiome signatures that might influence health of children.,Analysis of gut microbiota in infants,"ERS1452062,ERS1452063,ERS1452064,ERS1452061",amplicon
MGYS00001313,14,PRJEB17882,ERP019785,16S rRNA gene sequencing of the extremelly birth weight infant gut primers 530F-926R,16S rRNA gene sequencing of the extremelly birth weight infant gut,"ERS1566434,ERS1566435,ERS1444926,ERS1444927,ERS1444928,ERS1444929,ERS1444930,ERS1444931,ERS1444932,ERS1444933,ERS1444934,ERS1444935",amplicon
MGYS00001308,10,PRJEB17754,ERP019639,16S rRNA gene sequencing in extremely low birth weight infant gut. Primers used for amplifying 16S rRNA were 27F and 519R,16S rRNA gene sequencing in extremely low birth weight infant gut,"ERS1436451,ERS1436452,ERS1436453,ERS1436454,ERS1436456,ERS1436457,ERS1436458,ERS1436459,ERS1436460,ERS1436455",amplicon
MGYS00001280,88,PRJEB13092,ERP014628,"Gastrointestinal disturbances are among the cluster of symptoms commonly reported by individuals diagnosed with ME/CFS (Myalgic Encephalomyelitis/Chronic Fatigue Syndrome), who are also often reported to exhibit altered plasma cytokine profiles. In plasma of ME/CFS patients (n=48) and healthy controls (n=39), we examined a set of inflammatory markers: C-reactive protein (CRP), Intestinal Fatty Acid Binding Protein (I-FABP), lipopolysaccharide (LPS), LPS binding protein (LBP), and soluble CD14 (sCD14).  Levels of LPS, LBP, and sCD14 were elevated in ME/CFS subjects.  Levels of LBP were correlated with LPS and sCD14 and LPS levels correlated with sCD14. We examined the gut microbiota by 16S rRNA sequencing. We observed that bacterial diversity was decreased in the ME/CFS specimens compared to controls, in particular a reduction in the relative abundance and diversity of Firmicutes.  The ME/CFS samples also exhibited an increase in the pro-inflammatory family Enterobacteriaceae and decrease in the anti-inflammatory Ruminococcaceae, including Faecalibacterium, and reduced amounts of beneficial Bifidobacterium species.  Using a machine learning approach, individuals were classified correctly as ME/CFS with an average success rate of 0.8928.  Our results indicate dysbiosis of the gut microbiota in this disease and further suggest an increased incidence of microbial translocation, which may play a role in inflammatory symptoms.",Reduced diversity and altered composition of the gut microbiome in individuals with Myalgic Encephalomyelitis/ChronicFatigue Syndrome,"ERS1091249,ERS1091250,ERS1091251,ERS1091252,ERS1091253,ERS1091254,ERS1091255,ERS1091256,ERS1091257,ERS1091258,ERS1091259,ERS1091260,ERS1091261,ERS1091262,ERS1091263,ERS1091264,ERS1091265,ERS1091266,ERS1091267,ERS1091268,ERS1091269,ERS1091270,ERS1091271,ERS1091272,ERS1091273",amplicon
MGYS00001279,158,PRJEB11199,ERP012549,"The aim of this study was to study i) to what extend the microbiota of AN is perturbed in comparison to NW and ii) whether these perturbations are recovered after weight gain and/or normalisation of eating behaviour. In this study we have comprehensively analysed the gut microbiota (by sequencing of the V4 region of the 16S rRNA gene using MiSeq PE250) and short-chain fatty-acids (SCFA) profile in stool samples of AN patients ahead (n=55) and after weight gain (n=44) in comparison to normal-weight participants matched for age and gender (NW, n=55).",Microbiota composition in Anorexia Nervosa patients before and after weight gain as compared to healthy controls,"ERS986888,ERS986889,ERS986890,ERS986891,ERS986892,ERS986893,ERS986894,ERS986895,ERS986896,ERS986897,ERS986898,ERS986899,ERS986900,ERS986901,ERS986902,ERS986903,ERS986904,ERS986905,ERS986906,ERS986907,ERS986908,ERS986909,ERS986910,ERS986911,ERS986912",amplicon
MGYS00001256,126,PRJNA298960,SRP064888,NCT01983072,Modulation of the infant gut microbiota by a starter infant formula containing a synbiotic of bovine milk-derived oligosaccharides and Bifidobacterium animalis subsp. lactis CNCM I-3446,"SRS1116487,SRS1116488,SRS1116489,SRS1116490,SRS1116491,SRS1116492,SRS1116493,SRS1116494,SRS1116495,SRS1116496,SRS1116497,SRS1116498,SRS1116500,SRS1116501,SRS1116502,SRS1116503,SRS1116504,SRS1116505,SRS1116506,SRS1116507,SRS1116508,SRS1116509,SRS1116511,SRS1116512,SRS1116513",amplicon
MGYS00001252,157,PRJNA306884,SRP067761,"Colonic bacteria produce the health-promoting metabolite butyrate. We sought to influence butyrate production in 20 healthy adults by supplementing their diet with resistant starch (RS). While average fecal butyrate increased from 8 to 12 mmol/kg wet feces, responses varied widely between individuals. Three types of responses were categorized: enhanced, high, and low (n = 11, 3, and 6 respectively). Fecal butyrate increased by 87% in the enhanced group, while it remained =12 mmol/kg in the high group and =8 mmol/kg in the low group. Microbiome analyses revealed that RS-degrading organisms increased from ~ 2 to 10% in the enhanced and high groups, but remained at ~ 2% in the low group. This lack of increase in RS-degrading microbes is likely why individuals in the low group do not benefit in butyrate with RS. This study underscores the importance of understanding inter-individual variability in managing ecosystem services from microbiomes.",Managing human microbiomes: Explaining heterogeneous responses in butyrate to dietary supplementation with resistant starch,"SRS1223284,SRS1223289,SRS1223290,SRS1223291,SRS1223292,SRS1223293,SRS1223294,SRS1223295,SRS1223296,SRS1223297,SRS1223298,SRS1223299,SRS1223300,SRS1223301,SRS1223302,SRS1223303,SRS1223304,SRS1223305,SRS1223306,SRS1223307,SRS1223308,SRS1223309,SRS1223310,SRS1223311,SRS1223312",amplicon
MGYS00001251,264,PRJNA306615,SRP067629,NCT00937274,Phage therapy in Bangladeshi children hospitalized with acute bacterial diarrhea,"SRS1115630,SRS1214608,SRS1214609,SRS1214610,SRS1214611,SRS1214612,SRS1214613,SRS1214614,SRS1214615,SRS1214616,SRS1214617,SRS1214618,SRS1214619,SRS1214620,SRS1214621,SRS1214622,SRS1214623,SRS1214624,SRS1214625,SRS1214626,SRS1214627,SRS1214628,SRS1214629,SRS1214630,SRS1214631",amplicon
MGYS00001208,15,PRJEB15257,ERP016968,"These samples were generated to quantify and interrogate the antibiotic resistome within a cohort of premature infants, using shotgun metagenomic sequencing.",The antibiotic resistance potential of the preterm infant gut microbiome measured using shotgun metagenomics.,"ERS1324487,ERS1324491,ERS1324488,ERS1324486,ERS1324494,ERS1324489,ERS1324499,ERS1324500,ERS1324490,ERS1324492,ERS1324493,ERS1324495,ERS1324496,ERS1324497,ERS1324498",amplicon
MGYS00001184,3,PRJEB14935,ERP016615,"This study was approved by the University of East Anglia (UEA) Faculty of Medical and Health Sciences Ethics Committee, and sample collection was in accordance with protocols laid out by the NRES approved UEA Biorepository (Licence no: 11208). Infants were born at the Neonatal Intensive Care Unit (NICU) of the Norfolk and Norwich University Hospital (NNUH, Norwich, UK) and The Rosie Hospital (Cambridge, UK) were recruited by doctors or nurses with informed and written consent obtained from parents.  Both NICUs have similar protocols for feeding, prescription of antibiotics, and antifungal drugs with the exception that NNUH administered a probiotic treatment containing Bifidobacterium bifidum and Lactobacillus acidophilus (i.e. Infloran®) to their infants from birth.",Term and preterm shotgun samples,"ERS1268581,ERS1268584,ERS1268600",amplicon
MGYS00001175,72,PRJEB8094,ERP009131,"The human gut microbiota is affected by antibiotics, but the heterogeneous response between individuals remains unexplored. To specifically address this question and examine the effect of antibiotics on selection of resistance genes, we administered the second-generation cephalosporin cefprozil to healthy volunteers. Stool samples gathered before antibiotic exposure, at the end of the treatment and three months later were analyzed using shotgun metagenomic sequencing. We show that normal antibiotic treatment can alter the gut microbiome in a specific, reproducible and predictable fashion. Strikingly, we identified a subgroup of participants that were enriched in opportunistic pathogen Enterobacter cloacae after exposure to the antibiotic, an effect linked to lower initial microbiome diversity and to the Bacteroides enterotype. Resistance genes that were not detectable before the treatment were observed after a 7-day course of antibiotic. Knowledge of the initial composition of the microbiome could assist in the prevention of the adverse effects of antibiotics.",The initial state of the human gut microbiome determines its reshaping by antibiotics,"ERS634967,ERS634947,ERS634915,ERS634960,ERS634959,ERS634914,ERS634930,ERS634916,ERS634948,ERS634940,ERS634973,ERS634952,ERS634926,ERS634975,ERS634969,ERS634977,ERS634936,ERS634943,ERS634957,ERS634932,ERS634954,ERS634965,ERS634929,ERS634958,ERS634924",amplicon
MGYS00001099,40,PRJEB8022,ERP009053,The effect of probiotics with antibiotics on gut microbiota during the Helicobacter eradication was analyzed using 16S rRNA gene pyrosequencing. The diversity of microbiota obtained from antibioitcs alone treatment group was more changed than that of probiotics cotreatment group. This study will provide information to treat Helicobacter infected patients.,The Effect of Probiotics with Antibiotics on Gut Microbiota during the Helicobacter Eradication: Randomized Controlled Trial,"ERS629508,ERS629509,ERS629510,ERS629511,ERS629512,ERS629513,ERS629514,ERS629515,ERS629516,ERS629517,ERS629518,ERS629519,ERS629520,ERS629521,ERS629522,ERS629523,ERS629524,ERS629525,ERS629526,ERS629527,ERS629528,ERS629529,ERS629530,ERS629531,ERS629532",amplicon
MGYS00000489,4,PRJEB6542,ERP006091,"Safety of oral iron administration in African children has been questioned as it is associated with an increased burden of infectious disease. However, it remains unclear to which extent oral iron administration affects the intestinal microbiome. Therefore, we here investigated the impact of multiple iron preparations and doses on the growth and metabolism of a human gut microbiota in a well-controlled in vitro model of the large intestine. Microbiome analysis showed clear iron-induced changes and prominent shifts included a decrease of Bifidobacteriaceae and Lactobacillaceae under iron-rich conditions, paralleled by an increase of  Roseburia and Prevotella. Metagenomic analyses showed a general enrichment of bacterial motility-chemotaxis systems under iron-rich conditions. Metabolome profiling showed that gut microbial activity markedly shifted from a saccharolytic to a proteolytic profile in response to iron. Levels of branched chain fatty acids and ammonia increased significantly, in particular under ferrous sulfate-rich conditions. Importantly, cell viability tests showed increased cytotoxicity of metabolite-containing effluent from iron-rich conditions. We also identified microbial metabolites with siderophoric activity that were specifically produced under low-iron conditions. Our data indicate that in the absence of host influences, iron induces a more hostile intestinal environment characterized by i) reduction of beneficial microbes and increase of certain bacterial species with pathogenic potential, ii) increased levels of bacterial metabolites that can impair the barrier function of the gut wall, and iii) increase of virulence-associated pathways of enteric pathogens. It can be envisaged that these in vitro phenomena also contribute to an increased risk for enteric infections in vivo.",Gut microbial metabolism shifts towards a more toxic profile with supplementary iron in a kinetic model of the human large intestine,"ERS480591,ERS480593,ERS480592,ERS480594",amplicon
MGYS00000585,3,PRJEB12057,ERP013496,Study of early life microbiota in preterm baby using 16S rRNA sequencing,Study of early life microbiota in preterm baby,"ERS1004716,ERS1004723,ERS1004724",amplicon
MGYS00000367,6,PRJEB5431,ERP004846,Human faeces Metagenome,Human faeces Metagenome,"ERS402204,ERS402205,ERS402206,ERS402207,ERS402208,ERS402209",amplicon
MGYS00000564,1,PRJEB11554,ERP012953,NeoM,NeoM,ERS947268,amplicon
MGYS00000601,248,PRJEB12431,ERP013908,Will follow later.,Assessment of Bacterial DNA Extraction Procedures for Metagenomic Sequencing Evaluated on Different Environmental Matrices.,"ERS1037459,ERS1037350,ERS1037352,ERS1037353,ERS1037354,ERS1037355,ERS1037357,ERS1037330,ERS1037351,ERS1037450,ERS1037451,ERS1037452,ERS1037453,ERS1037318,ERS1037416,ERS1037454,ERS1037456,ERS1037457,ERS1037507,ERS1037508,ERS1037500,ERS1037501,ERS1037502,ERS1037503,ERS1037504",amplicon
MGYS00000543,2,PRJEB10865,ERP012163,this study contains 12 samples for the analysis of abundance of bacterial communities on human residues farm derived samples,Study of the abundance of bacteria from human samples,"ERS848058,ERS848059",amplicon
MGYS00000258,16,PRJNA32089,SRP000319,"We have characterized the fecal microbial communities of adult female monozygotic and dizygotic twin pairs concordant for leanness or obesity, and their mothers. The results demonstrate that a diversity of organismal assemblages can nonetheless yield a core microbiome at a functional level, and that deviations from this core are associated with different physiologic states (obese versus lean)",A core gut microbiome in obese and lean twins,"SRS000998,SRS000999,SRS001000,SRS001001,SRS001002,SRS001003,SRS001004,SRS001005,SRS001006,SRS001007,SRS001008,SRS001009,SRS001012,SRS001013,SRS001014,SRS001015",amplicon
