attributes.accession,attributes.bioproject,attributes.centre-name,attributes.data-origination,attributes.is-private,attributes.last-update,attributes.public-release-date,attributes.samples-count,attributes.secondary-accession,attributes.study-abstract,attributes.study-name,id,links.self,relationships.analyses.links.related,relationships.biomes.data.0.id,relationships.biomes.data.0.links.self,relationships.biomes.data.0.type,relationships.biomes.data.1.id,relationships.biomes.data.1.links.self,relationships.biomes.data.1.type,relationships.biomes.data.2.id,relationships.biomes.data.2.links.self,relationships.biomes.data.2.type,relationships.biomes.links.related,relationships.downloads.links.related,relationships.geocoordinates.links.related,relationships.publications.links.related,relationships.samples.links.related,type
MGYS00001679,PRJEB13747,CORNELL,SUBMITTED,false,2017-04-06T11:26:58,,3288,ERP015317,"Recent genetic studies in mice and humans have revealed intriguing genetic associations with the gut microbiome. Here we report a 16S rRNA-based analysis of the gut microbiome in 1,126 twin pairs, a subset of which we previously analyzed. Tripling the sample reduced the confidence intervals around heritability estimates and uncovered newly heritable taxa, many of which are validated in other studies. Repeat sampling of subjects showed heritable taxa to be temporally stable. A candidate gene approach uncovered associations between heritable taxa and genes related to diet, metabolism and olfaction. We replicate an association between Bifidobacterium and the lactase (LCT) gene region and identify an association between ALDH1L1 and SHA-98, suggesting a link between formate production and blood pressure. Additional genes detected are involved in barrier defense and self/non-self recognition. Our results indicate that diet sensing, metabolism, and immune defense are important drivers of human-microbiome co-evolution.",Genetic determinants of the gut microbiome in the TwinsUK cohort,MGYS00001679,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001679,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001679/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001679/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001679/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001679/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001679/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001679/samples,studies
MGYS00001650,PRJEB4927,UH/IB,SUBMITTED,false,2017-03-24T16:27:56,,148,ERP004264,"In the course of Parkinson's disease (PD), the enteric nervous system is probably the first structure being affected by alpha-synuclein pathology. Recent research has shown that there is an intense bidirectional interaction between gut microbiota and the brain via diverse pathways. We speculated that intestinal microbiota may be implicated in PD. We compared the fecal microbiomes of 72 PD patients and 72 control subjects by pyrosequencing the bacterial 16S rRNA gene.",Alterations of the Fecal Microbiome in Parkinson's Disease,MGYS00001650,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001650,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001650/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001650/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001650/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001650/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001650/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001650/samples,studies
MGYS00001626,PRJEB17783,Institute  of Food Research,SUBMITTED,false,2017-03-23T11:18:14,,10,ERP019673,16S rRNA gene sequencing of Extremelly low birth weight infant using primers 926F-1394R,16S rRNA gene sequencing of Extremelly low birth weight infant,MGYS00001626,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001626,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001626/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001626/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001626/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001626/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001626/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001626/samples,studies
MGYS00001623,PRJEB19677,PUBLIC HEALTH ENGLAND,SUBMITTED,false,2017-03-22T10:01:08,,22,ERP021734,This study describes the use of shotgun metagenomic sequencing  to characterise the microbiota of faecal samples collected from infants prior to developing necrotising enterocolitis (NEC) and from matched controls. Additional genomic sequencing of select enterobacteriaceal isolates cultured from these samples was also performed.,This dataset contains the output from shotgun metagenomic and genomic sequencing of the microbiota of faecal samples collected from infants prior to developing necrotising enterocolitis (NEC).,MGYS00001623,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001623,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001623/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001623/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001623/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001623/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001623/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001623/samples,studies
MGYS00001581,PRJEB19895,UNIVERSITY OF FLORENCE,SUBMITTED,false,2017-03-14T13:54:48,,13,ERP021966,"We studied the intestinal microbial changes in groups of African children belonging to the same ethnicity in which transition from a rural environment to urban areas, together with improvement of socio-economic conditions, results in exposure to a ?globalized? western type diet. Introduction of foods from animal origin and rich in fat and simple sugar into a traditional African diet, composed by cereals, legumes and vegetables, causes gut microbiota shift, leading to progressive loss of biochemical functions associated to production of Short Chain Fatty Acids. Key microbial profiles are lost in the course of urbanization and improvement of economic conditions independently from geography and ethnicity, resulting in a marked shift in bacterial communities, typical of western populations.",Impact of the diet on the intestinal microbiota in African children moving from rural to urban areas,MGYS00001581,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001581,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001581/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001581/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001581/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001581/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001581/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001581/samples,studies
MGYS00001556,PRJEB13870,Beijing Chaoyang Hospita,SUBMITTED,false,2017-03-10T17:03:46,,196,ERP015450,"Hypertension is one of the most prevalent cardiovascular diseases worldwide. Recent findings have identified a link between gut microbiota and blood pressure, yet the contributions of gut microbes and bacterial metabolites towards hypertension remain largely uncharacterized. We carried out metagenomic and metabonomics analyses, in combination with faecal microbiota transplantation, and elucidate that dysbiosis of gut microbiome triggers the pathogenesis of hypertension through altering the metabolic effects.",Dysbiosis of gut microbiota contributes to the pathogenesis of hypertension,MGYS00001556,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001556,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001556/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001556/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001556/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001556/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001556/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001556/samples,studies
MGYS00001537,PRJEB19367,HiThru Analytics,SUBMITTED,false,2017-02-22T16:16:11,,28,ERP021378,Analysis of stool samples from sickle cell disease patients and healthy controls,Analysis of stool samples from sickle cell disease patients and healthy controls,MGYS00001537,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001537,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001537/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001537/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001537/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001537/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001537/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001537/samples,studies
MGYS00001493,PRJNA60717,"University of California, Berkeley",HARVESTED,false,2017-02-15T13:30:54,,1,SRP012558,"Stool sample from a premature human infant (UC1).  This study used metagenomic methods (community genomic analysis and sequencing of amplified 16S rRNA genes) to document microbial colonization of the gut of a premature infant born at 28 weeks gestation. Analysis of 16S rRNA gene sequences collected approximately daily revealed three compositional phases during colonization. We reconstructed genomes of the dominant organisms and intensively curated population genomic datasets from the third phase. In the third phase, the communities were dominated by a nearly clonal Serratia population, two Citrobacter strains sharing >99% nucleotide identity, and contained a lower abundance Enterococcus population, multiple plasmids and bacteriophage. The relative abundance of the Citrobacter strains changed significantly over time. Modeling of Citrobacter strain abundances suggests differences in growth rates and/or host colonization patterns. We identified genotypic variation potentially responsible for divergent strain ecologies, including hotspots of sequence variation in regulatory genes and intergenic regions, and in genes involved in transport, flagellar biosynthesis, substrate metabolism, and host colonization, as well as differences in the complements of these genes. Our results demonstrate that a community genomic approach can elucidate gut microbial colonization at the resolution required to discern medically relevant strain and species population dynamics, and hence improve our ability to diagnose and treat microbial community-mediated disorders.",Metagenomic analysis of infant stool sample,MGYS00001493,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001493,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001493/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001493/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001493/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001493/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001493/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001493/samples,studies
MGYS00001444,PRJEB19103,FIOCRUZ-MG,SUBMITTED,false,2017-02-09T13:34:39,,268,ERP021093,"Advento study is a research about chronic diseases that are frequent in adult population, specially diabetes and cardiovascular conditions.",Gut microbiome from patients obtained by 16s rRNA sequencing.,MGYS00001444,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001444,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001444/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001444/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001444/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001444/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001444/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001444/samples,studies
MGYS00001442,PRJEB19090,PORTO CONTE RICERCHE SRL,SUBMITTED,false,2017-02-09T09:33:31,,15,ERP021080,"Gut microbiome research is rapidly moving towards the functional characterization of the microbiota by means of shotgun meta-omics. Here, we selected a cohort of healthy subjects from an indigenous and monitored Sardinian population to analyze their gut microbiota using both shotgun metagenomics and shotgun metaproteomics. We found a considerable divergence between genetic potential and functional activity of the human healthy gut microbiota, in spite of a quite comparable taxonomic structure revealed by the two approaches. Investigation of inter-individual variability of taxonomic features revealed Bacteroides and Akkermansia as remarkably conserved and variable in abundance within the population, respectively. Firmicutes-driven butyrogenesis (mainly due to Faecalibacterium spp.) was shown to be the functional activity with the higher expression rate and the lower inter-individual variability in the study cohort, highlighting the key importance of the biosynthesis of this microbial by-product for the gut homeostasis. The taxon-specific contribution to functional activities and metabolic tasks was also examined, giving insights into the peculiar role of several gut microbiota members in carbohydrate metabolism (including polysaccharide degradation, glycan transport, glycolysis and short-chain fatty acid production). In conclusion, our results provide useful indications regarding the main functions actively exerted by the gut microbiota members of a healthy human cohort, and support metaproteomics as a valuable approach to investigate the functional role of the gut microbiota in health and disease.",Potential and active functions in the gut microbiota of a healthy human cohort,MGYS00001442,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001442,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001442/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001442/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001442/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001442/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001442/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001442/samples,studies
MGYS00001420,PRJEB12357,EMBL HEIDELBERG,SUBMITTED,false,2017-01-16T10:00:36,,55,ERP013827,"Ten individuals with metabolic syndrome underwent a single faecal microbiota transplantation (FMT): 5 of which were allogenic, the other 5 autologous. Stool samples were collected before FMT (day 0) and days 2, 14, 42 and 84 after FMT; and from the donor before FMT. Metagenomic shotgun sequencing was performed on all samples.",Impact of faecal microbiota transplantation on the intestinal microbiome in metabolic syndrome patients,MGYS00001420,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001420,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001420/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001420/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001420/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001420/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001420/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001420/samples,studies
MGYS00001342,PRJEB18265,RIPCM,SUBMITTED,false,2016-12-08T09:19:15,,10,ERP020191,"A problem of antibiotic resistance emergence in microbiome will be investigated in the research. To date, gut microbiome (as well as soil microbiome) is considered to be antibiotic resistance reservoir. The resistance can accumulate in the microbiome after antibiotic treatment against infectious agents, and it can be passed to pathogenic bacteria during further infections, even though absence of the target infection is checked after each therapy. Moreover, use of antibiotics in agriculture and every day life (without doctor’s recommendations) creates an environment for antibiotic resistance transfer between microbiomes, as there is always a selective pressure for it. That is a quite dangerous situation, as there is a permanent ubiquitous antibiotic resistance (AR) background. In the framework of the research available data on Russian and worldwide microbiomes (more than 2000 by 2015 year) will be analyzed and groups of patients who passed antibiotic treatment will be studied. Using obtained results a map of antibiotic resistance expansion will be created, dominating mechanisms of the resistance transfer and AR genes hosts will be revealed. Additionally, laboratory methods and mathematical analysis for genes’ and mechanisms’ screening will be developed. The developed models AR transfer will make possible modeling of various methods for AR transfer prevention, or, alternatively, modeling of consequences of different antibiotics’ use. Concluding, basic mechanisms of AR emergence will be described (6-1-3) and new methods of screening will be proposed. Furthermore, principle of the screening operation will be demonstrated on available data on AR, as well as on chosen clinical groups.",Estimation of variability in the gut microbiota resistome of the Russian citizens aimed at identification of pathways for transmission and spread of antibiotic resistance.,MGYS00001342,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001342,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001342/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001342/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001342/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001342/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001342/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001342/samples,studies
MGYS00001315,PRJEB17980,National institute for research in reproductive health,SUBMITTED,false,2016-11-22T10:42:06,,4,ERP019890,The human gut microbiome has been demonstrated to play a vital role in health and disease. Dysbiosis may contribute significantly to adverse outcomes in child health. Using metagenomics this project seeks to identify microbiome signatures that might influence health of children.,Analysis of gut microbiota in infants,MGYS00001315,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001315,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001315/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001315/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001315/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001315/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001315/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001315/samples,studies
MGYS00001313,PRJEB17882,Institute  of Food Research,SUBMITTED,false,2016-11-21T13:55:43,,14,ERP019785,16S rRNA gene sequencing of the extremelly birth weight infant gut primers 530F-926R,16S rRNA gene sequencing of the extremelly birth weight infant gut,MGYS00001313,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001313,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001313/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001313/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001313/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001313/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001313/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001313/samples,studies
MGYS00001308,PRJEB17754,Institute  of Food Research,SUBMITTED,false,2016-11-18T16:54:53,,10,ERP019639,16S rRNA gene sequencing in extremely low birth weight infant gut. Primers used for amplifying 16S rRNA were 27F and 519R,16S rRNA gene sequencing in extremely low birth weight infant gut,MGYS00001308,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001308,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001308/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001308/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001308/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001308/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001308/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001308/samples,studies
MGYS00001280,PRJEB13092,CORNELL,SUBMITTED,false,2016-10-21T14:08:13,,88,ERP014628,"Gastrointestinal disturbances are among the cluster of symptoms commonly reported by individuals diagnosed with ME/CFS (Myalgic Encephalomyelitis/Chronic Fatigue Syndrome), who are also often reported to exhibit altered plasma cytokine profiles. In plasma of ME/CFS patients (n=48) and healthy controls (n=39), we examined a set of inflammatory markers: C-reactive protein (CRP), Intestinal Fatty Acid Binding Protein (I-FABP), lipopolysaccharide (LPS), LPS binding protein (LBP), and soluble CD14 (sCD14).  Levels of LPS, LBP, and sCD14 were elevated in ME/CFS subjects.  Levels of LBP were correlated with LPS and sCD14 and LPS levels correlated with sCD14. We examined the gut microbiota by 16S rRNA sequencing. We observed that bacterial diversity was decreased in the ME/CFS specimens compared to controls, in particular a reduction in the relative abundance and diversity of Firmicutes.  The ME/CFS samples also exhibited an increase in the pro-inflammatory family Enterobacteriaceae and decrease in the anti-inflammatory Ruminococcaceae, including Faecalibacterium, and reduced amounts of beneficial Bifidobacterium species.  Using a machine learning approach, individuals were classified correctly as ME/CFS with an average success rate of 0.8928.  Our results indicate dysbiosis of the gut microbiota in this disease and further suggest an increased incidence of microbial translocation, which may play a role in inflammatory symptoms.",Reduced diversity and altered composition of the gut microbiome in individuals with Myalgic Encephalomyelitis/ChronicFatigue Syndrome,MGYS00001280,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001280,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001280/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001280/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001280/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001280/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001280/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001280/samples,studies
MGYS00001279,PRJEB11199,MUMC,SUBMITTED,false,2016-10-21T14:05:15,,158,ERP012549,"The aim of this study was to study i) to what extend the microbiota of AN is perturbed in comparison to NW and ii) whether these perturbations are recovered after weight gain and/or normalisation of eating behaviour. In this study we have comprehensively analysed the gut microbiota (by sequencing of the V4 region of the 16S rRNA gene using MiSeq PE250) and short-chain fatty-acids (SCFA) profile in stool samples of AN patients ahead (n=55) and after weight gain (n=44) in comparison to normal-weight participants matched for age and gender (NW, n=55).",Microbiota composition in Anorexia Nervosa patients before and after weight gain as compared to healthy controls,MGYS00001279,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001279,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001279/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001279/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001279/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001279/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001279/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001279/samples,studies
MGYS00001256,PRJNA298960,Nestle Research Center,HARVESTED,false,2016-10-07T11:59:46,,126,SRP064888,NCT01983072,Modulation of the infant gut microbiota by a starter infant formula containing a synbiotic of bovine milk-derived oligosaccharides and Bifidobacterium animalis subsp. lactis CNCM I-3446,MGYS00001256,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001256,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001256/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001256/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001256/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001256/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001256/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001256/samples,studies
MGYS00001252,PRJNA306884,University of Michigan,HARVESTED,false,2016-10-04T16:29:21,,157,SRP067761,"Colonic bacteria produce the health-promoting metabolite butyrate. We sought to influence butyrate production in 20 healthy adults by supplementing their diet with resistant starch (RS). While average fecal butyrate increased from 8 to 12 mmol/kg wet feces, responses varied widely between individuals. Three types of responses were categorized: enhanced, high, and low (n = 11, 3, and 6 respectively). Fecal butyrate increased by 87% in the enhanced group, while it remained =12 mmol/kg in the high group and =8 mmol/kg in the low group. Microbiome analyses revealed that RS-degrading organisms increased from ~ 2 to 10% in the enhanced and high groups, but remained at ~ 2% in the low group. This lack of increase in RS-degrading microbes is likely why individuals in the low group do not benefit in butyrate with RS. This study underscores the importance of understanding inter-individual variability in managing ecosystem services from microbiomes.",Managing human microbiomes: Explaining heterogeneous responses in butyrate to dietary supplementation with resistant starch,MGYS00001252,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001252,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001252/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001252/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001252/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001252/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001252/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001252/samples,studies
MGYS00001251,PRJNA306615,Nestle Research Center,HARVESTED,false,2016-10-04T16:26:08,,264,SRP067629,NCT00937274,Phage therapy in Bangladeshi children hospitalized with acute bacterial diarrhea,MGYS00001251,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001251,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001251/analyses,root:Host-associated:Human:Digestive system:Large intestine:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Human:Digestive%20system:Large%20intestine:Fecal,biomes,,,,,,,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001251/biomes,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001251/downloads,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001251/geocoordinates,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001251/publications,https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00001251/samples,studies
